os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;515718;0009;26161;ANEL ELASTICO EXTERNO P/ EIXO 15MM;30;29/10/2020;almox;NECESSIDADE DE REPOSICAO FERRAMENTARIA;051106;794053;16/12/2020;08/01/2021;08/01/2021;0;S;9;L;L;13/12/2020;;;;11/12/2020;512206002;1101003;valdomiro.lima;valdomiro.lima;CENTRAL DE PARAFUSOS LTDA;003
;515718;0010;70059;ANEL ELASTICO EXTERNO P/ EIXO 20 MM;30;29/10/2020;almox;NECESSIDADE DE REPOSICAO FERRAMENTARIA;051106;794053;16/12/2020;08/01/2021;08/01/2021;0;S;9;L;L;13/12/2020;;;;11/12/2020;512206002;1101003;valdomiro.lima;valdomiro.lima;CENTRAL DE PARAFUSOS LTDA;003
;515718;0011;54839;ANEL ELASTICO EXTERNO P/ EIXO 50 MM;30;29/10/2020;almox;NECESSIDADE DE REPOSICAO FERRAMENTARI;051106;794053;16/12/2020;08/01/2021;08/01/2021;0;S;9;L;L;13/12/2020;;;;11/12/2020;512206002;1101003;valdomiro.lima;valdomiro.lima;CENTRAL DE PARAFUSOS LTDA;003
;515719;0001;38303;DISTRIBUIDOR M12 SAI-4-M 4P M12 REF.:1705920000  CONEXEL(WEI;2;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050766;793419;03/11/2020;04/11/2020;04/11/2020;0;S;1092,92;L;L;16/12/2020;;;;03/11/2020;113800001;1101003;welker.henrique;welker.henrique;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515719;0002;22219;CABO 1X1,0 MM2 FLEXIVEL AZUL ESCURO;500;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050766;793419;03/11/2020;04/11/2020;04/11/2020;500;S;400;L;L;04/11/2020;;;;03/11/2020;113800001;1101003;welker.henrique;welker.henrique;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515719;0003;23615;RELE DE TEMPO ELETRONICO 24VCC/220VCA ESCALA 3 A 20SEG ESTRE;3;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050766;793420;03/11/2020;04/11/2020;04/11/2020;3;S;343,53;L;L;04/11/2020;;;;03/11/2020;113800001;1101003;welker.henrique;welker.henrique;PLENOBRAS DISTR.ELETRICA LTDA;003
;515719;0004;32192;SENSOR REED P/ CIL PNEUMATICO SME-8M-DS-24V-K-0,3-M8D COD.:5;8;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050767;793347;30/10/2020;04/11/2020;04/11/2020;8;S;1352;L;L;04/11/2020;;;;30/10/2020;113800001;1101003;welker.henrique;welker.henrique;DANISUL EQUIPAMENTOS PNEUMATICOS LTDA;003
;515720;0001;19243;CUBO NORMAL P/ ACOPLAMENTO AT 50;2;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050768;793413;04/11/2020;04/11/2020;04/11/2020;2;S;258;L;L;04/11/2020;;;;30/10/2020;512206002;1101003;welker.henrique;welker.henrique;ACC COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA;003
;515721;0001;35128;PARAFUSO SEXTAVADO ACO CARBONO M12 X 40MM CLASSE 8.8;300;29/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051107;794764;04/02/2021;04/02/2021;;300;S;462,51;L;L;05/02/2021;;;;03/02/2021;512206002;1101003;welker.henrique;welker.henrique;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;515723;0001;75516;CORREIA SINCRONIZADA FECHADA EM PU 100 AT10 / 5940MM CORDONE;4;30/10/2020;ALMOXARIFADO;ITEM SEM SALDO EM ESTOQUE (MATERIAL NAO PARAMETRIZADO).;050778;793534;10/11/2020;11/11/2020;11/11/2020;4;S;13580,8;L;L;20/11/2020;;;;10/11/2020;113800001;1101003;welker.henrique;welker.henrique;FORBO SIEGLING BRASIL LTDA;278
;515724;0001;28162;CORREIA / CINTA TRANSPORTADORA 3300 X 109000MM EMB-12- EMCH;1;30/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;XXXXXX;793543;13/11/2020;13/11/2020;16/11/2020;2;S;40000;L;L;09/11/2020;;;;10/11/2020;113800001;1101003;welker.henrique;welker.henrique;INSERCO INDUSTRIE SERVICE GMBH;091
;515725;0001;24741;INTERFACE DE COMUNICACAO IM151 ET200S;5;30/10/2020;BP4;SINISTRO BP4;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;CLECIO MATTE;;
;515725;0002;24744;MODULO DE ALIMENTACAO PM-E 24VDC ET2OOS SIMATIC DP;1;30/10/2020;BP4;SINISTRO BP4;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;CLECIO MATTE;;
;515725;0003;24407;MODULO TERMINAL 2X3 TERMINAL;6;30/10/2020;BP4;SINISTRO BP4;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;CLECIO MATTE;;
;515725;0004;27301;MODULO ENTRADA ANALOGICA ET200S 2* PT100/N1100;1;30/10/2020;BP4;SINISTRO BP4;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;CLECIO MATTE;;
;515725;0005;41221;MODULO TERMINAL TM-E15S24-01 PARA MODULOS ELETRONICOS ET200S;4;30/10/2020;BP4;SINISTRO BP4;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;CLECIO MATTE;;
;515725;0006;91599;CONECTOR PARA CABO DE REDE PROFIBUS;10;30/10/2020;BP4;SINISTRO BP4;050772;793485;06/11/2020;06/11/2020;06/11/2020;10;S;3307,4;L;L;08/11/2020;;;;06/11/2020;512206002;2207004;vinicius.medeiros;CLECIO MATTE;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515725;0007;22567;CABO DE CONTROLE 5X1,5 MM2 FLEXIVEL 0,60/1KV;300;30/10/2020;BP4;SINISTRO BP4;050773;793486;;;;300;S;2166;L;L;08/11/2020;;;;06/11/2020;113800001;2207004;vinicius.medeiros;CLECIO MATTE;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515725;0008;24614;CABO 4X4,0 MM2 FLEXIVEL CLASSE 5 0,6/1KV EPR PRYSMIAN/IOPE/I;250;30/10/2020;BP4;SINISTRO BP4;050773;793481;06/11/2020;06/11/2020;06/11/2020;250;S;4737,5;L;L;08/11/2020;;;;06/11/2020;113800001;2207004;vinicius.medeiros;CLECIO MATTE;3RTE MONTAGENS E INSTALACOES ELETRICAS LTDA;278
;515725;0009;86153;CABO DE CONTROLE 5X0,5MM2 FLEXIVEL SHIELDADO COM MALHA DE AC;200;30/10/2020;BP4;SINISTRO BP4;050773;793481;06/11/2020;06/11/2020;06/11/2020;200;S;2596;L;L;08/11/2020;;;;06/11/2020;113800001;2207004;vinicius.medeiros;CLECIO MATTE;3RTE MONTAGENS E INSTALACOES ELETRICAS LTDA;278
;515725;0010;64009;CABO DE CONTROLE 3X0,75M2 FLEXIVEL SHIELDADO COM MALHA DE AC;200;30/10/2020;BP4;SINISTRO BP4;050773;793486;;;;200;S;1114;L;L;08/11/2020;;;;06/11/2020;113800001;2207004;vinicius.medeiros;CLECIO MATTE;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515725;0011;26200;CABO DE CONTROLE 12X1,5 MM² FLEXIVEL SHIELDADO COM MALHA DE;200;30/10/2020;BP4;SINISTRO BP4;050773;793486;;;;200;S;3256;L;L;08/11/2020;;;;06/11/2020;113800001;2207004;vinicius.medeiros;CLECIO MATTE;DIMENSIONAL CENTELHA SOLUCOES LTDA;278
;515725;0012;91600;SENSOR DE TEMPERATURA PT100 4 FIOS 3X300MM;2;30/10/2020;BP4;SINISTRO BP4;050774;793425;03/11/2020;03/11/2020;03/11/2020;2;S;576;L;L;11/11/2020;;;;03/11/2020;512206002;2207004;vinicius.medeiros;CLECIO MATTE;TECNOPAR - COMERCIO E INDUSTRIA TERMOPAR;003
;515728;0001;91601;TALHADEIRA 400MM SEXTAVADO 28MM;1;30/10/2020;MANUTENCAO CIVIL;PECA DE REPOSICAO PARA MARTELO ROMPEDOR BOSCH GSH 27;050784;793454;05/11/2020;05/11/2020;05/11/2020;1;S;113,2;L;L;10/11/2020;;;;05/11/2020;512206002;2299003;vinicius.medeiros;ELIZANDRO SOARES;LF DA SILVEIRA COM. DE FERRAMENTAS LTDA;003
;515728;0002;91602;PONTEIRO 400MM SEXTAVADO 28MM;1;30/10/2020;MANUTENCAO CIVIL;PECA DE REPOSICAO PARA MARTELO ROMPEDOR BOSCH GSH 27;050784;793454;05/11/2020;05/11/2020;05/11/2020;1;S;94,4;L;L;10/11/2020;;;;05/11/2020;512206002;2299003;vinicius.medeiros;ELIZANDRO SOARES;LF DA SILVEIRA COM. DE FERRAMENTAS LTDA;003
;515729;0001;17017;VALVULA TERMOSTATICA 8.5 BAR REF.1619756000;2;30/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050783;793429;03/11/2020;04/11/2020;04/11/2020;2;S;2804,6;L;L;08/11/2020;;;;03/11/2020;113800001;1101003;welker.henrique;welker.henrique;TECH-AR COMERCIO DE EQUIPAMENTOS PNEUMATICOS LTDA;003
;515729;0002;13047;CORREIA EM V 5V-1400;12;30/10/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050777;793533;10/11/2020;11/11/2020;11/11/2020;0;S;972;L;L;11/11/2020;;;;10/11/2020;113800001;1101003;welker.henrique;welker.henrique;MARISE DOS SANTOS ALMEIDA;003
;515730;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/10/2020;ELEVATORIA REFINADOR MDF 2;BOMBA  VERTICAL HB RV150 15CV PESCOCO (SUPORTE DAS GAXETAS E ESTRUTURA) JA ESTA NO FORNECEDOR DISEMEC NF.452883;050918;793675;20/11/2020;24/11/2020;25/11/2020;1;S;23005,23;L;L;10/12/2020;;;;20/11/2020;512206002;2203002;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;093
;515730;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;30/10/2020;BOMBA VERTICAL;MATERIAL APLICADO NO CONSERTO;;;;;;0;;0;L;;;;;;;;;joao.berchol;joao.berchol;;
;515731;0001;91603;BATERIA NOTEBOOK DELL INSPIRON 15 P39F;1;30/10/2020;FABRICA - MANUTENCAO - ELETRICA;;050871;793680;30/11/2020;09/12/2020;09/12/2020;0;S;719;L;L;30/11/2020;;;;20/11/2020;512202003;2299003;wylliam.bassos;ELETRICA - CLECIO;SILVA INFORMATICA EIRELI ME;003
;515732;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/10/2020;CARRO CARGA PRENSA - AVANCO BRACO BP 04;CONSERTO EXTERNO  SERVOMOTOR COM REDUTOR SEW KA37 CM71L/BR/TF/AS1H/SB560 SERIE.: 01.1262417003.0001.08 (9,50 NM // 6,20A  // 3000RPM);050841;793586;13/11/2020;13/11/2020;16/11/2020;1;S;1970;L;L;03/12/2020;;;;13/11/2020;512206002;2207004;joao.berchol;joao.berchol;SEW-EURODRIVE BRASIL LTDA;001
;515732;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;30/10/2020;SERVO MOTOR;MATERIAL APLICADO NO CONSERTO;050841;793586;13/11/2020;13/11/2020;16/11/2020;1;S;3574,21;L;L;03/12/2020;;;;13/11/2020;512206002;2207004;joao.berchol;joao.berchol;SEW-EURODRIVE BRASIL LTDA;001
;515733;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/10/2020;REVESTIMENTOS;"AFERICAO, CALIBRACAO E CERTIFICACAO NR-13 VALVULA DE SEGURANCA 3/4"" 10KGF/CM² TAG F012-00518";050851;793600;17/11/2020;18/11/2020;18/11/2020;0;S;116,95;L;L;24/11/2020;;;;16/11/2020;512206002;2207005;vinicius.medeiros;CASSIO MOLINA;SGS INDUSTRIAL - INSTALACOES, TESTES E COMISSIONAMENTOS LTDA;003
;515733;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/10/2020;REVESTIMENTOS;"AFERICAO, CALIBRACAO E CERTIFICACAO NR-13 MANOMETRO ANALOGICO 3"" 0-20KGF/CM² TAG F017-00111";050851;793600;17/11/2020;18/11/2020;18/11/2020;0;S;444,4;L;L;24/11/2020;;;;16/11/2020;512206002;2207005;vinicius.medeiros;CASSIO MOLINA;SGS INDUSTRIAL - INSTALACOES, TESTES E COMISSIONAMENTOS LTDA;003
;515744;0001;43923;CILINDRO PNEUMATICO DNC-63-160-PPV-A;2;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050943;793831;09/12/2020;15/12/2020;16/12/2020;2;S;1339,39;L;L;08/12/2020;;;;01/12/2020;113800001;1101003;welker.henrique;welker.henrique;IOTECH COMERCIO E AUTOMACAO DE MAQUINAS INDUSTRIAIS LTDA;040
;515745;0001;75065;MASCARA DE SOLDA ELETRONICA CARRERA 2 FABRICANTE: CARBOGRAFI;1;03/11/2020;FABRICA - MANUTENCAO - MECANICA;;050960;793741;03/12/2020;15/12/2020;15/12/2020;1;S;265;L;L;06/12/2020;;;;26/11/2020;113800001;2299003;wylliam.bassos;MECANICA - VIDAL;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;515746;0001;13321;GARFO P/ ROLO PINTURA 23CM;6;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793631;18/11/2020;18/11/2020;18/11/2020;6;S;37,08;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FERRAMENTAS GERAIS COM. E IMP DE FERRAMENTAS E MAQUINAS LTDA;278
;515746;0002;13322;ROLO PINTURA LA DE CARNEIRO 23 CM    Codigo 37903;20;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793631;18/11/2020;18/11/2020;18/11/2020;20;S;356,6;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FERRAMENTAS GERAIS COM. E IMP DE FERRAMENTAS E MAQUINAS LTDA;278
;515746;0003;12354;ROLO PINTURA LA DE CARNEIRO  9 CM;20;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793633;18/11/2020;18/11/2020;18/11/2020;20;S;120;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;515746;0004;46360;ROLO PINTURA ESPUMA  10 CM;20;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793631;18/11/2020;18/11/2020;18/11/2020;20;S;59,2;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FERRAMENTAS GERAIS COM. E IMP DE FERRAMENTAS E MAQUINAS LTDA;278
;515746;0005;12427;PINCEL   3/4'';10;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793631;18/11/2020;18/11/2020;18/11/2020;10;S;14,4;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FERRAMENTAS GERAIS COM. E IMP DE FERRAMENTAS E MAQUINAS LTDA;278
;515746;0006;12622;PINCEL 2'';10;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793631;18/11/2020;18/11/2020;18/11/2020;10;S;34,9;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FERRAMENTAS GERAIS COM. E IMP DE FERRAMENTAS E MAQUINAS LTDA;278
;515746;0007;13320;BANDEIJA PLASTICA P/ PINTURA 23CM;6;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793633;18/11/2020;18/11/2020;18/11/2020;6;S;36;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;515746;0008;00526;FITA CREPE 50MM X 50M (EMBALAGEM);80;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050868;793638;18/11/2020;18/11/2020;;80;S;598,4;L;L;25/11/2020;;;;18/11/2020;113800002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;FABESUL DISTRIBUIDORA LTDA.;045
;515746;0009;70164;PROLONGADOR PARA PINTURA 3M;3;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793632;30/11/2020;01/12/2020;01/12/2020;3;S;120;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;ABRASSER FERRAMENTAS LTDA.;003
;515746;0010;86346;TINTA PARA DEMARCACAO VIARIA BRANCA NBR 11862 – 18 LITROS;10;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;051010;793987;11/01/2021;11/01/2021;;0;S;2650;L;L;19/12/2020;;;;09/12/2020;113800001;2299003;wylliam.bassos;CIVIL - ELIZANDRO;P.F.GOMES;003
;515746;0011;66698;BALDE PLASTICO P/ PINTURA 15L COR PRETA 38 X 37,5 X 25CM;4;03/11/2020;FABRICA - SEGURANCA - FAIXAS DE PEDESTRES;REVITALIZACAO FAIXAS DE PEDESTRES;050866;793632;30/11/2020;01/12/2020;01/12/2020;4;S;43,6;L;L;28/11/2020;;;;18/11/2020;512206002;2299003;wylliam.bassos;CIVIL - ELIZANDRO;ABRASSER FERRAMENTAS LTDA.;003
;515748;0001;45217;OLEO MOBILTHERM 605;20000;03/11/2020;CALDEIRA MDP;OLEO PARA TRANSFERENCIA DE CALOR/ REPOSICAO DE NIVEL;050807;793513;10/11/2020;11/11/2020;11/11/2020;20000;;293200;L;L;25/11/2020;;;;10/11/2020;113800001;2202003;joao.berchol;joao.berchol;LUBRITEC DISTRIBUIDORA DE LUBRIFICANTES LTDA;001
;515749;0001;12932;ROLAMENTO 22222 EK;4;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051041;794061;02/02/2021;12/02/2021;12/02/2021;4;S;4400;L;L;19/12/2020;;;;14/12/2020;113800001;1101003;welker.henrique;welker.henrique;SIMONI DA ROSA CORREA;003
;515749;0003;22741;ROLAMENTO 22212 E;10;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051041;794061;02/02/2021;12/02/2021;12/02/2021;10;S;3300;L;L;19/12/2020;;;;14/12/2020;113800001;1101003;welker.henrique;welker.henrique;SIMONI DA ROSA CORREA;003
;515750;0001;35524;CORREIA EM V 5V-950;10;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051109;794024;02/02/2021;12/02/2021;;10;S;690;L;L;12/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;MARISE DOS SANTOS ALMEIDA;089
;515750;0002;41181;ROLAMENTO KWSE 35 G3V2;4;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051108;794026;16/12/2020;08/01/2021;08/01/2021;0;S;11280;L;B;10/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;SIMONI DA ROSA CORREA;089
;515750;0004;12978;ROLAMENTO 22224 EAKE4 C3;6;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051108;794025;23/02/2021;26/02/2021;26/02/2021;0;S;10080;L;L;20/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;LOJA DOS ROLAMENTOS LTDA;008
;515751;0001;61815;CORREIA EM V 3VX-800;10;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051109;794024;02/02/2021;12/02/2021;;10;S;270;L;L;12/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;MARISE DOS SANTOS ALMEIDA;089
;515751;0002;13047;CORREIA EM V 5V-1400;60;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051109;794024;02/02/2021;12/02/2021;;10;S;750;L;L;12/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;MARISE DOS SANTOS ALMEIDA;089
;515752;0001;19146;ROLAMENTO 22312 EAE4 C3;10;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;051108;794026;16/12/2020;08/01/2021;08/01/2021;0;S;6400;L;B;10/12/2020;;;;10/12/2020;113800001;1101003;welker.henrique;welker.henrique;SIMONI DA ROSA CORREA;089
;515753;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;03/11/2020;BP4;CONTRATACAO DE 03 AUXILIARES PARA LIMPEZA NA BP4 POR 7 DIAS EM HORARIO ADM (8:00-17:30) - DEVIDO SINISTRO BP4;;;;;;0;;0;L;;;;;;;;;vinicius.medeiros;ELIZANDRO SOARES;;
;515754;0001;87859;REFLETOR LED HOLOFORTE PORTATIL 100W -  IP 65 - 6000K BRANCO;10;03/11/2020;BP4;ILUMINACAO PARA TRABALHAR NA PRENSA - DEVIDO SINISTRO BP4;050811;793493;06/11/2020;09/11/2020;09/11/2020;10;S;1968,02;L;L;08/11/2020;;;;06/11/2020;512206002;2207004;vinicius.medeiros;ELIZANDRO SOARES;PLENOBRAS DISTR.ELETRICA LTDA;003
;515755;0001;45771;SENSOR HRTR 46B/66-S12 LEUZE;1;03/11/2020;ALMOXARIFADO;ITEM EM PONTO DE PEDIDO.;050932;793990;02/02/2021;12/02/2021;12/02/2021;0;S;1392,93;L;B;08/01/2021;;;;09/12/2020;113800001;1101003;welker.henrique;welker.henrique;LEUZE ELECTRONIC LTDA;003
;515755;0002;47263;SENSOR OTICO RETANG REFLEX 10 A 30VCC PNP NA/NF CONEC M12  I;2;03/11/2020;ALMOXARIFADO;ITEM SEM SALDO EM ESTOQUE.;050932;793990;02/02/2021;12/02/2021;12/02/2021;0;S;2894,04;L;B;08/01/2021;;;;09/12/2020;113800001;1101003;welker.henrique;welker.henrique;LEUZE ELECTRONIC LTDA;003
;515756;0001;86776;ROSCA ALIMENTACAO DA GAVETA ESQUERDA;2;03/11/2020;MDF-2 - USINA - GAVETAS - ROSCA DE ALIMENTACAO;ROSCAS COM DESGASTE E FALHA PRA ALIMENTAR USINA;050809;793660;22/12/2020;23/12/2020;23/12/2020;2;S;48156,2;L;L;19/01/2021;;;;20/11/2020;113800001;2202002;wylliam.bassos;MECANICA - VIDAL;MARTIN SPROCKET & GEAR BRASIL ENGRENAGENS LTDA;278
;515756;0002;86777;ROSCA ALIMENTACAO DA GAVETA DIREITA;2;03/11/2020;MDF-2 - USINA - GAVETAS - ROSCA DE ALIMENTACAO;ROSCAS COM DESGASTE E FALHA PRA ALIMENTAR USINA;050809;793660;22/12/2020;23/12/2020;23/12/2020;2;S;48156,2;L;L;19/01/2021;;;;20/11/2020;113800001;2202002;wylliam.bassos;MECANICA - VIDAL;MARTIN SPROCKET & GEAR BRASIL ENGRENAGENS LTDA;278
