os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;511989;0004;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;18/02/2019;BP04;CONSERTO EXTERNO 4 PECAS 300MM;;;;;;0;;0;L;;;;;S;;;;joao.berchol;joao.berchol;;
;511990;0001;S00000113;14.01 LUBRIFICACAO,REVISAO,CONSERTO,MANUT E CONSERV DE MAQUI;2;18/02/2019;PATIO DE MADEIRA - TC-72;"REFAZER DUAS EMENDAS A FRIO NA TC-72 48"" 4 LONAS";047745;777680;22/02/2019;25/02/2019;25/02/2019;0;S;9600;L;L;24/02/2019;;;;22/02/2019;512206002;2201001;wylliam.bassos;wylliam.bassos;ALPLAN COMERCIO DE CORREIAS LTDA.;003
;511992;0001;90319;ROLO DA EMENDA;1;19/02/2019;REVESTIMENTO - DESBOBINADOR;ROLO DA EMENDA DANIFICADO, SEM RESERVA - (DESENHO: 14-7000-0035);047886;778016;;;;0;;3316;L;B;12/04/2019;S;;;13/03/2019;512206002;2209001;leonardo.beretta;elizandro. soares;ARTEFATOS DE BORRACHA PCR LTDA;003
;511994;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;ETA/ETE;CONSERTO EXTERNO CALIBRACAO DE PH METRO - (MARCA: HANNA  MODELO: HI2221 );047672;778328;;;;0;;225;L;B;28/04/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:42;;08/04/2019;512206002;2102001;joao.berchol;joao.berchol;MTQ – SERVICOS DE METROLOGIA LTDA;252
;511995;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;ETE/ETA;CONSERTO EXTERNO.  LAVA JATO 3,7KW 220/380V 1730RPM MARCA CARCHER (HD 73 MAXI);048362;779449;22/05/2019;23/05/2019;23/05/2019;1;S;1086,18;L;L;01/06/2019;;;;22/05/2019;512206002;2102001;joao.berchol;joao.berchol;AGROMAQ - MAQUINAS E EQUIP.AGRICOLAS LTD;003
;511995;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;23/04/2019;LAVA JATO;MATERIAL APLICADO NO SERVICO;048362;779449;22/05/2019;23/05/2019;23/05/2019;1;S;727;L;L;01/06/2019;;;;22/05/2019;512206002;2102001;joao.berchol;joao.berchol;AGROMAQ - MAQUINAS E EQUIP.AGRICOLAS LTD;003
;511999;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;FRESA USINAGEM;CONSERTO EXTERNO MOTOR JINSHIN 220/380 V/ 3 HP/ 2.2KW 4 POLOS  TROCA DOS ROLAMENTOS E MOTOR QUEIMADO;047754;777691;;;;0;;310;L;B;25/02/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:36;;25/02/2019;512206002;2201005;joao.berchol;joao.berchol;SEG COMERCIO E MANUTENCAO DE MOTOR E GERADOR ELETRICO LTDA;003
;511999;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;FRESA USINAGEM;MATERIAL PARA REBOBINAGEM;047754;777691;;;;0;;315;L;B;25/02/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:35;;25/02/2019;512206002;2201005;joao.berchol;joao.berchol;SEG COMERCIO E MANUTENCAO DE MOTOR E GERADOR ELETRICO LTDA;003
;512000;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;LIXADEIRA MDF;CONSERTO EXTERNO 2 VIDEO JET. ( IMPRESSORA CIJ VJ 1620 CANHAO 70UM UMB 3M IP65)  1400394C23ZH;047735;;;;;0;;0;L;;;;;;;;;joao.berchol;joao.berchol;;
;512000;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;SOLUCAO DE LIMPEZA CIJ MEK-UN 1193 R/3-LIQ INFL 1 LT V901Q;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;3890;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512000;0003;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;PAINEL FRONTAL C/ TECLADO EUROPEU VJ1510 1;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;225,2;L;L;26/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512000;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;DILUENTE ET/ACET. - ONU 1210 - TINTA P/ IMPR - 3. II V710D;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;3890;L;L;26/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512000;0005;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;TINTA PRETA STANDARD BUTANONA - UN 1210 R/3 - LIQ INFL V410D;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;625;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512002;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;1;19/02/2019;PRODUCAO GERAL;REGULARIZACAO DO SERVICO SOLICITADO EMERGENCIALMENTE POR CARLOS ALEXANDRE EM 18/2 PELA PRODUCAO;047767;777696;25/02/2019;28/02/2019;28/02/2019;1;S;4200;L;L;25/02/2019;;;;25/02/2019;512204099;2203001;joao.berchol;joao.berchol;ADVENTO DESENTUPIDORA E SERVICOS LTDA - EPP;003
;512003;0001;S00000118;14.06 INSTALACAO E MONTAGEM DE APARELHOS,MAQUI E EQUIPAMENTO;1;19/02/2019;A14 - LINHA DE IMPREGNACAO;INSTALACAO DE 08 EXAUSTORES EOLICOS NO PREDIO DA IMPREGNACAO;047769;777714;;;;0;S;4500;L;L;08/03/2019;S;;;26/02/2019;512206002;2209001;leonardo.beretta;adilson.barros;INNOVA REFORMA E PINTURAS LTDA;073
;512004;0001;78946;VENTOSA BL 40-2 CLOROPRENE (FORMADORA REVESTIMENTO 5);40;19/02/2019;BP4 (P005-3173C);SC gerada por SA - VENTOSAS DA FORMADORA EM FALTA OU DANIFICADAS;047687;777729;27/02/2019;28/02/2019;28/02/2019;40;S;4734;L;L;03/03/2019;;;;26/02/2019;113800001;2207004;leonardo.beretta;elizandro.soares;ARGOS COMERCIO DE EQUIPAMENTOS PARA AUTOMACAO LTDA;003
;512004;0002;29540;MANGUEIRA C/ ESPIRAL METALICA INTERNA TIPO PUH 3/4'' TRANSLU;50;19/02/2019;BP4 (P005-3173C);SC gerada por SA - MANGUEIRAS VACUO LP COM FURO;049407;787857;26/11/2019;28/11/2019;28/11/2019;50;S;6428,5;L;L;30/11/2019;;;;20/11/2019;122299001;2207004;leonardo.beretta;elizandro.soares;HANSA FLEX DO BRASIL LTDA;003
;512006;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;LIXADEIRA MDF;CONSERTO EXTERNO 2 VIDEO JET. ( IMPRESSORA CIJ VJ 1620 CANHAO 70UM UMB 3M IP65) 1409985C23ZH;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;640;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512006;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;SOLUCAO DE LIMPEZA CIJ MEK-UN 1193 R/3-LIQ INFL 1 LT V901Q;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;1299,45;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512006;0003;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;PAINEL FRONTAL C/ TECLADO EUROPEU VJ1510;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;625,8;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512006;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;DILUENTE ET/ACET. - ONU 1210 - TINTA P/ IMPR - 3. II V710D;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;1299,45;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512006;0005;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;19/02/2019;LIXADEIRA MDF;TINTA PRETA STANDARD BUTANONA - UN 1210 R/3 - LIQ INFL V410D;047735;777668;25/02/2019;28/02/2019;28/02/2019;0;S;225,2;L;L;21/02/2019;;;;21/02/2019;512206002;2206002;joao.berchol;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;512007;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;TANQUE DE RESINA 4;CONSERTO EXTERNO BOMNBA DE ENGRENAGEM MBE 130-25;047742;779651;07/06/2019;11/06/2019;11/06/2019;1;S;4182,05;L;L;03/06/2019;;;;27/05/2019;512206002;2209001;joao.berchol;joao.berchol;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;001
;512007;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;19/02/2019;;;047742;789787;;;;0;S;4182,05;L;L;21/01/2020;S;;;14/01/2020;512206002;2209001;joao.berchol;joao.berchol;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;512008;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;4;19/02/2019;BP 04;CONSERTO EXTERNO MANGOTE (HIDROFLEX);;;;;;0;;0;L;;;;;S;;;;joao.berchol;joao.berchol;;
;512011;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;20/02/2019;ACABAMENTOS E PRODUCAO;CONTRATACAO DE MAO DE OBRA TECNICA PARA RECUPERACAO DA AFIADORA DE SERRA (MAQUINA ESTA PARADA);;;;;;0;;0;L;;;;;S;;;;leonardo.beretta;ricardo.rodrigues;;
;512015;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;21/02/2019;BP 04;CONSERTO EXTERNO 1 MANGOTE DE OLEO TERMICO;;;;;;0;;0;L;;;;;S;;;;joao.berchol;joao.berchol;;
;512015;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;21/02/2019;BP 04;CONSERTO EXTERNO 1 MANGOTE DE OLEO TERMICO;;;;;;0;;0;L;;;;;S;;;;joao.berchol;joao.berchol;;
;512017;0001;C00126;SERV. TERCEIROS (EXTERIOR);1;21/02/2019;PARADA DA LINHA DE MDP 2018;CONTRATAR TECNICO DA SIEMPELKAMP PARA LIXAMENTO DOS PRATOS DA PRENSA MDP/ REGULARIZACAO DO PC.756903, (SERVICO JA REALIZADO E JA PAGO)   NAO PRECISA DE VERBA;IMPORT;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;512018;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;4;21/02/2019;LINHA MDF 2 - LIXADEIRA;4MANCAIS   LIXADEIRA STEINEMANN  (DESGASTE INTERNO, ROLAMENTO UTILIZADO 22311C3);047760;777690;25/02/2019;25/02/2019;25/02/2019;4;S;9940;L;L;27/02/2019;;;;25/02/2019;512206002;2206002;joao.berchol;VINICIUS.MEDEIROS;CASCADURA INDUSTRIAL S/A;003
;512019;0001;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHOS MDP;MATERIAL APLICADO NO SERVICO ROLAMENTO 3306BTNGC3/ REGULARIZAR PC.776609;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;395,15;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHOS MDP;MATERIAL APLICADO NO SERVICO ROLAMENTO 6308 ZZ;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;100,17;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0003;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO ROLAMENTO 6207 ZZ;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;39,93;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;"MATERIAL APLICADO NO SERVICO GAXETA TEADIT 2000S FIOS DE GRAFITE FLEXIVEL BITOLA 1/2"" (12,70MM)";047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;112,5;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0005;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;2;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO ROLAMENTO 1309KC3;047746;777683;07/03/2019;11/03/2019;11/03/2019;2;S;492,1;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0006;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO BUCHA H 209;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;30,16;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0007;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO RETENTOR 38 X 55 X 9;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;14,37;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0008;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO RETENTOR 26 X 42 X 10;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;13,53;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0009;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO ANEL VRING WEG TD132;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;20;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0010;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO ANEL VRING WEG TD112 / TT132;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;18;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512019;0011;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;21/02/2019;BOMBA VERTICAL MOINHO MDP;MATERIAL APLICADO NO SERVICO BUCHA H 209;047746;777683;07/03/2019;11/03/2019;11/03/2019;1;S;30,16;L;L;28/02/2019;;;;22/02/2019;113800001;2202003;joao.berchol;joao.berchol;MAQUIMOTOR S/A. COMERCIAL E TECNICA;003
;512020;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;26;21/02/2019;FABRICA GERAL;SERVICO DE ANALISE QUIMICA EM 26 UNIDADES HIDRAULICAS FABRICA GERAL;;;;;;0;;0;L;;;;;S;;;;joao.berchol;joao.berchol;;
;512024;0001;16731;CANTONEIRA FERRO 2''X 1/4''X 6000MM;30;21/02/2019;(P.A.L1) CHUTE DO SIFTER /CALHA DA ROSCA DO REJEITO DO SIFTE;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512024;0002;12799;BARRA CHATA FERRO 1''X 3/16''X 6000MM;20;21/02/2019;(P.A.L1)CHUTE DO SIFTER/ CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512024;0003;13019;TUBO FERRO IND 1.1/2'' X 2,25 X 6000 MM;20;21/02/2019;(P.A.L1) CHUTEDO SIFTER /TETO DO SICLONE DE REJEITO;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512024;0004;30149;TUBO ACO CARBONO C/COSTURA 1/2'';20;21/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512024;0005;18733;CHAPA ACO CARBONO 3mm X 1200 X3000MM SAE 1020;10;21/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0001;12028;ARAME COBREADO P/ SOLDA MIG ER70S6 1,00MM ROLO;5;21/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0002;18856;TINTA ESMALTE SINTETICO ALTO BRILHO VERMELHO;5;21/02/2019;(P.A.L1) CHUTE  DO SIFTER CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERILA PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0003;12245;TINTA ESMALTE SINTETICO AMARELO SEGURANCA C/3,6 L;5;21/02/2019;(P.A.L1) CALHA ROSCA DO SIFTER /TETP DO CICLONE REJEITO;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0004;15911;TINTA SINTETICA BEGE 3,6L;10;21/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO DE MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0005;13318;DISCO DE DESBASTE 7'' X 1/4'' X 7/8'' ACO INOX / ACO - WALTE;30;21/02/2019;(P.A.L1) CHUTE DO SIFTER /CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512025;0006;16166;TINTA ESMALTE SINTETICO VERMELHO SEGURANCA;5;21/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512026;0001;36454;ROLAMENTO 23128 EASMC3;1;21/02/2019;(P.A.L1) TRANSPORTADOR DA ROSCA FITA MDF1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512026;0002;75586;ROLAMENTO AXIAL 29328E;1;21/02/2019;(P.A.L1) TRANSPORTADOR DA ROSCA FITA MDF1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;VINICIUS.VIDAL;;
;512027;0001;21115;CHAPA PRETA FERRO 3/16''X 1200 X 3000MM;15;21/02/2019;(P.A.L1) SHUTE TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512027;0002;12633;CANTONEIRA FERRO 2.1/2''X 1/4''X 6000MM;10;21/02/2019;(P.A.L1) SHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;PAFAEL.LOPES;;
;512027;0003;74142;ARAME TUBULAR COM ESCORIA ACO-CARBONO BOHLER E 71 T1 BITOLA;90;21/02/2019;(P.A.L1) SHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512027;0004;12027;ELETRODO ESAB OK 48 E-7018  2,5MM;90;21/02/2019;(P.A.L1) SCHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512027;0005;19779;DISCO DE CORTE 7''- P/ACO CARBONO - WALTER;200;21/02/2019;(P.A.L1) SCHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512027;0006;13319;DISCO DE DESBASTE 4.1/2'' X 1/4'' X 7/8'' - ACO INOX / ACO -;200;21/02/2019;(P.A.L1) SCHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512027;0007;16553;BARRA CHATA FERRO 2.1/2 X 1/4 X 6000MM;10;21/02/2019;(P.A.L1) SCHUT TC 34 E 57;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512028;0001;90048;CONJUNTO TAMBOR DE RETORNO TC-07;1;21/02/2019;(P.A.L1) TRANSPORTADOR TC 7;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512029;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;22/02/2019;(P.A.L1) SISTEMA HIDRAULICO DA USINA 1;PARADA ANUAL MDF 1  REVISAO DO SISTEMA HIDRAULICO DA USINA 1 (VAZAMENTOS EM BLOCOS , MANGUEIRAS E UNIDADE HIDRAULICA)  SERVICO A SER REALIZADO ENTRE OS DIAS 11/03 A 23/03/19;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512030;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;22/02/2019;CALDEIRAS/ CIVIL;CONSERTO EXTERNO BOMBA SUBMERSA WEG 3CV/ SS.43858;047743;778246;29/04/2019;02/05/2019;02/05/2019;1;S;1671,12;L;L;11/04/2019;;;;01/04/2019;512206002;2202001;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512030;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;2;22/02/2019;CALDEIRAS/ CIVIL;CONSERTO EXTERNO BOMBA SUBMERSA WEG 3 CV/ SS.43526;047743;778246;29/04/2019;02/05/2019;02/05/2019;2;S;3962,93;L;L;11/04/2019;;;;01/04/2019;512206002;2202001;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512030;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;22/02/2019;CALDEIRA/ CIVIL;CONSERTO EXTERNO BOMBA SUBMERSA WEG 3 CV/ SS.43856;047743;778246;29/04/2019;02/05/2019;02/05/2019;1;S;2140,64;L;L;11/04/2019;;;;01/04/2019;512206002;2202001;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512030;0004;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;22/02/2019;CALDEIRA/ CIVIL;CONSERTO EXTERNO BOMBA SUBMERSA WEG 3 CV/ SS.43859;047743;778246;29/04/2019;02/05/2019;02/05/2019;1;S;1649,1;L;L;11/04/2019;;;;01/04/2019;512206002;2202001;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512031;0001;60576;TOCHA PLASMACOR COMPLETA TP-12;2;22/02/2019;PATIO DE MADEIRA - CALDEIRARIA;TROCA DAS PASTILHAS DO DESCASCADOR DEMUTH;047876;777995;;;;0;;3650;L;B;23/03/2019;S;;;13/03/2019;113800001;2201001;wylliam.bassos;wylliam.bassos;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
